project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region
1917,2010,Tanzania,ODA-like,"12,576,981","10,000,000",TZA,Africa
1919,2010,Tanzania,ODA-like,"6,247","4,967",TZA,Africa
1923,2010,Tanzania,ODA-like,"57,116","45,414",TZA,Africa
1924,2011,Tanzania,ODA-like,"72,149,176","65,000,000",TZA,Africa
1925,2011,Tanzania,ODA-like,"11,099,873","10,000,000",TZA,Africa
1926,2011,Tanzania,ODA-like,"6,326,928","5,700,000",TZA,Africa
1934,2011,Tanzania,ODA-like,,,TZA,Africa
1939,2007,Senegal,ODA-like,"48,825,957","30,000,000",SEN,Africa
1946,2009,Senegal,ODA-like,"15,606,636","11,500,000",SEN,Africa
1955,2009,Senegal,ODA-like,"31,213,272","23,000,000",SEN,Africa
1959,2004,Ghana,ODA-like,,,GHA,Africa
1964,2007,Mauritania,ODA-like,"99,279,445","61,000,000",MRT,Africa
1974,2009,Ghana,Vague (Official Finance),"2,714,197,575","2,000,000,000",GHA,Africa
1976,2009,Ghana,ODA-like,,,GHA,Africa
1978,2008,Rwanda,ODA-like,"151,294","109,720",RWA,Africa
1980,2008,Rwanda,ODA-like,"68,946","50,000",RWA,Africa
1982,2008,Rwanda,OOF-like,,,RWA,Africa
1984,2008,Rwanda,ODA-like,"1,984,432","1,439,127",RWA,Africa
1987,2007,Nigeria,ODA-like,"905,564","556,403",NGA,Africa
1990,2007,Nigeria,Vague (Official Finance),"488,259,568","300,000,000",NGA,Africa
1992,2009,Rwanda,ODA-like,"94,997","70,000",RWA,Africa
1994,2002,Nigeria,ODA-like,"12,430,969","5,500,000",NGA,Africa
2000,2009,Ghana,ODA-like,"20,356,482","15,000,000",GHA,Africa
2002,2009,Ghana,ODA-like,"11,919,334","8,782,952",GHA,Africa
2003,2009,Ghana,ODA-like,"7,946,222","5,855,301",GHA,Africa
2004,2010,Ghana,OOF-like,"327,001,503","260,000,000",GHA,Africa
2010,2009,Rwanda,Vague (Official Finance),,,RWA,Africa
2015,2009,Rwanda,ODA-like,"7,871,173","5,800,000",RWA,Africa
2018,2010,Rwanda,ODA-like,"5,533,872","4,400,000",RWA,Africa
2020,2010,Rwanda,OOF-like,"7,546,189","6,000,000",RWA,Africa
2021,2011,Rwanda,ODA-like,"8,589,290","7,738,188",RWA,Africa
2022,2011,Rwanda,ODA-like,"8,589,290","7,738,188",RWA,Africa
2023,2011,Rwanda,ODA-like,,,RWA,Africa
2026,2000,Seychelles,ODA-like,"580,120","250,000",SYC,Africa
2027,2010,Ghana,ODA-like,"377,309,426","300,000,000",GHA,Africa
2031,2009,Ghana,ODA-like,"162,851,855","120,000,000",GHA,Africa
2032,2010,Ghana,Vague (Official Finance),"503,079,235","400,000,000",GHA,Africa
2034,2011,Ghana,OOF-like,"1,664,980,989","1,500,000,000",GHA,Africa
2035,2010,Ghana,ODA-like,"25,153,962","20,000,000",GHA,Africa
2041,2005,Morocco,ODA-like,,,MAR,Africa
2045,2006,Morocco,ODA-like,"9,227,693","5,016,656",MAR,Africa
2046,2006,Morocco,ODA-like,,,MAR,Africa
2048,2006,Morocco,ODA-like,"4,600,837","2,501,255",MAR,Africa
2052,2010,Ghana,ODA-like,"62,885","50,000",GHA,Africa
2056,2009,Morocco,ODA-like,"1,684,351","1,241,141",MAR,Africa
2057,2009,Morocco,ODA-like,"1,986,556","1,463,825",MAR,Africa
2058,2009,Morocco,ODA-like,"1,852,787","1,365,255",MAR,Africa
2061,2010,Morocco,ODA-like,,,MAR,Africa
2063,2010,Morocco,OOF-like,,,MAR,Africa
2065,2011,Morocco,Vague (Official Finance),"275,276,857","248,000,000",MAR,Africa
2067,2011,Morocco,ODA-like,,,MAR,Africa
2068,2006,Seychelles,ODA-like,,,SYC,Africa
2069,2007,Seychelles,ODA-like,"4,455,101","2,737,336",SYC,Africa
2070,2007,Seychelles,ODA-like,"7,323,894","4,500,000",SYC,Africa
2071,2007,Seychelles,ODA-like,"2,441,298","1,500,000",SYC,Africa
2072,2007,Seychelles,ODA-like,"10,696,845","6,572,433",SYC,Africa
2073,2007,Seychelles,Vague (Official Finance),"64,181,069","39,434,600",SYC,Africa
2074,2008,Seychelles,ODA-like,,,SYC,Africa
2078,2010,Seychelles,ODA-like,,,SYC,Africa
2081,2011,Seychelles,ODA-like,"8,589,290","7,738,188",SYC,Africa
2085,2010,Senegal,ODA-like,"5,573,034","4,431,139",SEN,Africa
2087,2010,Senegal,Vague (Official Finance),,,SEN,Africa
2088,2011,Ghana,ODA-like,,,GHA,Africa
2091,2011,Senegal,ODA-like,,,SEN,Africa
2095,2011,Senegal,ODA-like,"12,025,006","10,833,463",SEN,Africa
2099,2011,Senegal,Vague (Official Finance),"70,570,060","63,577,356",SEN,Africa
2100,2005,Togo,ODA-like,"196,413","100,000",TGO,Africa
2102,2009,Ghana,ODA-like,"9,879,679","7,280,000",GHA,Africa
2106,2011,Ghana,OOF-like,"1,664,981","1,500,000",GHA,Africa
2108,2010,Equatorial Guinea,Vague (Official Finance),"406,236,482","323,000,000",GNQ,Africa
2111,2000,Zambia,ODA-like,"5,569,156","2,400,000",ZMB,Africa
2113,2001,Zambia,ODA-like,"1,373,367","604,079",ZMB,Africa
2115,2001,Zambia,ODA-like,"3,103,315","1,365,000",ZMB,Africa
2116,2001,Zambia,ODA-like,"45,469,811","20,000,000",ZMB,Africa
2117,2001,Zambia,ODA-like,"90,939,622","40,000,000",ZMB,Africa
2126,2002,Zambia,ODA-like,"18,985,480","8,400,000",ZMB,Africa
2127,2002,Zambia,ODA-like,,,ZMB,Africa
2128,2002,Zambia,ODA-like,"5,461,370","2,416,347",ZMB,Africa
2134,2006,Nigeria,ODA-like,"4,403,663","2,394,061",NGA,Africa
2141,2000,Sudan,ODA-like,"69,614","30,000",SDN,Africa
2146,2001,Sudan,ODA-like,"2,746,734","1,208,157",SDN,Africa
2147,2001,Sudan,ODA-like,"91,237,450","40,131,000",SDN,Africa
2148,2002,Sudan,ODA-like,"8,192,054","3,624,520",SDN,Africa
2149,2002,Sudan,Vague (Official Finance),"339,026,433","150,000,000",SDN,Africa
2153,2002,Sudan,Vague (Official Finance),"8,192,054","3,624,520",SDN,Africa
2154,2002,Sudan,ODA-like,"5,650,441","2,500,000",SDN,Africa
2158,2003,Sudan,OOF-like,"22,032,938","10,000,000",SDN,Africa
2161,2004,Sudan,Vague (Official Finance),"14,939,063","7,249,178",SDN,Africa
2163,2004,Sudan,OOF-like,"193,714,647","94,000,000",SDN,Africa
2164,2004,Sudan,ODA-like,"1,244,922","604,098",SDN,Africa
2167,2005,Sudan,ODA-like,,,SDN,Africa
2168,2003,Togo,ODA-like,,,TGO,Africa
2171,2004,Togo,ODA-like,,,TGO,Africa
2172,2004,Togo,ODA-like,"136,532","66,252",TGO,Africa
2173,2003,Togo,ODA-like,,,TGO,Africa
2174,2005,Togo,ODA-like,,,TGO,Africa
2176,2006,Togo,ODA-like,,,TGO,Africa
2178,2006,Togo,ODA-like,,,TGO,Africa
2180,2007,Togo,ODA-like,"10,188","6,260",TGO,Africa
2183,2006,Togo,ODA-like,"34,373,156","18,687,045",TGO,Africa
2184,2007,Togo,Vague (Official Finance),"34,657,777","21,294,684",TGO,Africa
2185,2007,Togo,ODA-like,"3,636,927","2,234,627",TGO,Africa
2186,2007,Togo,ODA-like,"2,139,369","1,314,487",TGO,Africa
2187,2009,Sudan,ODA-like,,,SDN,Africa
2188,2008,Togo,ODA-like,"2,206,261","1,600,000",TGO,Africa
2189,2008,Togo,ODA-like,,,TGO,Africa
2190,2008,Togo,ODA-like,"992,216","719,564",TGO,Africa
2192,2008,Togo,ODA-like,"7,937,727","5,756,510",TGO,Africa
2193,2008,Togo,ODA-like,"7,937,727","5,756,510",TGO,Africa
2195,2008,Togo,ODA-like,"923,781","669,934",TGO,Africa
2196,2008,Togo,Vague (Official Finance),"9,237,809","6,699,341",TGO,Africa
2198,2003,Zambia,ODA-like,"13,219,763","6,000,000",ZMB,Africa
2201,2003,Zambia,ODA-like,"132,198","60,000",ZMB,Africa
2202,2000,Sierra Leone,ODA-like,"580,120","250,000",SLE,Africa
2209,2003,Zambia,ODA-like,,,ZMB,Africa
2210,2003,Zambia,ODA-like,,,ZMB,Africa
2211,2001,Sierra Leone,ODA-like,,,SLE,Africa
2214,2001,Sierra Leone,ODA-like,,,SLE,Africa
2218,2004,Zambia,ODA-like,"41,215,882","20,000,000",ZMB,Africa
2219,2002,Sierra Leone,Vague (Official Finance),,,SLE,Africa
2220,2004,Zambia,ODA-like,"1,030,397","500,000",ZMB,Africa
2222,2004,Zambia,ODA-like,"2,266,874","1,100,000",ZMB,Africa
2223,2012,Sierra Leone,ODA-like,"10,590,354","10,000,000",SLE,Africa
2225,2003,Sierra Leone,ODA-like,,,SLE,Africa
2226,2003,Sierra Leone,ODA-like,"550,823","250,000",SLE,Africa
2232,2005,Zambia,ODA-like,,,ZMB,Africa
2234,2005,Zambia,ODA-like,"982,064","500,000",ZMB,Africa
2237,2004,Sierra Leone,ODA-like,,,SLE,Africa
2238,2005,Zambia,ODA-like,,,ZMB,Africa
2239,2006,Sierra Leone,ODA-like,,,SLE,Africa
2242,2006,Sierra Leone,ODA-like,,,SLE,Africa
2243,2006,Sierra Leone,ODA-like,,,SLE,Africa
2244,2005,Zambia,Vague (Official Finance),"1,001,704,862","510,000,000",ZMB,Africa
2246,2003,Zambia,ODA-like,"17,626,350","8,000,000",ZMB,Africa
2247,2005,Zambia,ODA-like,"910,837","463,736",ZMB,Africa
2250,2007,Sierra Leone,ODA-like,"35,805,702","22,000,000",SLE,Africa
2251,2007,Sierra Leone,ODA-like,,,SLE,Africa
2252,2004,Somalia,ODA-like,"78,086","37,891",SOM,Africa
2253,2008,Sierra Leone,ODA-like,,,SLE,Africa
2254,2008,Sierra Leone,ODA-like,,,SLE,Africa
2257,2009,Sierra Leone,ODA-like,,,SLE,Africa
2258,2009,Sierra Leone,ODA-like,,,SLE,Africa
2259,2009,Sierra Leone,Vague (Official Finance),"40,712,964","30,000,000",SLE,Africa
2260,2009,Sierra Leone,ODA-like,,,SLE,Africa
2261,2010,Sierra Leone,ODA-like,,,SLE,Africa
2264,2010,Sierra Leone,Vague (Official Finance),"11,319,283","9,000,000",SLE,Africa
2266,2010,Sierra Leone,ODA-like,,,SLE,Africa
2267,2011,Sierra Leone,ODA-like,"16,998,596","15,314,225",SLE,Africa
2272,2006,Zambia,ODA-like,"388,115,720","211,000,000",ZMB,Africa
2279,2004,Somalia,ODA-like,"206,079","100,000",SOM,Africa
2284,2005,Somalia,ODA-like,"5,893,364","3,000,500",SOM,Africa
2285,2005,Somalia,ODA-like,"11,984,692","6,101,790",SOM,Africa
2286,2000,Guinea,Vague (Official Finance),"15,940,384","6,869,430",GIN,Africa
2288,2007,Sudan,ODA-like,"8,557,476","5,257,947",SDN,Africa
2290,2006,Zambia,ODA-like,,,ZMB,Africa
2291,2006,Zambia,ODA-like,"1,471,529","800,000",ZMB,Africa
2297,2006,Zambia,ODA-like,"2,306,923","1,254,164",ZMB,Africa
2303,2007,Zambia,Vague (Official Finance),"64,936,895","39,899,000",ZMB,Africa
2304,2007,Zambia,ODA-like,,,ZMB,Africa
2305,2007,Zambia,ODA-like,"13,020,255","8,000,000",ZMB,Africa
2324,2010,Zambia,ODA-like,"67,062,181","53,321,367",ZMB,Africa
2334,2011,Zambia,ODA-like,"10,029,416","9,035,613",ZMB,Africa
2337,2011,Zambia,ODA-like,"1,717,858","1,547,638",ZMB,Africa
2338,2011,Zambia,Vague (Official Finance),"199,797,719","180,000,000",ZMB,Africa
2339,2011,Zambia,ODA-like,"104,338,809","94,000,000",ZMB,Africa
2340,2011,Zambia,ODA-like,,,ZMB,Africa
2342,2007,Zambia,ODA-like,"9,765,191","6,000,000",ZMB,Africa
2343,2011,Zambia,ODA-like,,,ZMB,Africa
2347,2004,Guinea,ODA-like,,,GIN,Africa
2349,2006,Guinea,ODA-like,"71,451","38,844",GIN,Africa
2350,2006,Guinea,ODA-like,"107,176","58,267",GIN,Africa
2352,2006,Guinea,ODA-like,"3,929,793","2,136,441",GIN,Africa
2354,2005,Guinea,ODA-like,"88,385,723","45,000,000",GIN,Africa
2355,2006,Guinea,Vague (Official Finance),"16,554,699","9,000,000",GIN,Africa
2359,2007,Guinea,ODA-like,"6,510,128","4,000,000",GIN,Africa
2364,2007,Guinea,ODA-like,,,GIN,Africa
2368,2008,Guinea,ODA-like,"13,789,131","10,000,000",GIN,Africa
2369,2008,Guinea,OOF-like,,,GIN,Africa
2372,2007,Guinea,ODA-like,"81,376,595","50,000,000",GIN,Africa
2373,2008,Guinea,ODA-like,,,GIN,Africa
2380,2001,Niger,ODA-like,"27,281,887","12,000,000",NER,Africa
2382,2001,Niger,ODA-like,,,NER,Africa
2389,2005,Niger,ODA-like,"7,190,815","3,661,074",NER,Africa
2402,2007,Sudan,ODA-like,,,SDN,Africa
2404,2007,Sudan,ODA-like,,,SDN,Africa
2405,2007,Sudan,ODA-like,"4,278,738","2,628,973",SDN,Africa
2407,2008,Sudan,ODA-like,"11,906,590","8,634,765",SDN,Africa
2409,2008,Sudan,ODA-like,,,SDN,Africa
2410,2008,Sudan,ODA-like,,,SDN,Africa
2411,2008,Sudan,ODA-like,,,SDN,Africa
2413,2008,Sudan,ODA-like,,,SDN,Africa
2415,2008,Sudan,ODA-like,"3,968,863","2,878,255",SDN,Africa
2416,2009,Mauritania,ODA-like,"595,967","439,148",MRT,Africa
2440,2009,South Sudan,ODA-like,,,SSD,Africa
2441,2009,Sudan,ODA-like,"3,973,111","2,927,651",SDN,Africa
2448,2009,Sudan,Vague (Official Finance),"45,690,779","33,667,983",SDN,Africa
2449,2009,Sudan,ODA-like,"15,892,445","11,710,603",SDN,Africa
2451,2009,Sudan,ODA-like,"4,071,296","3,000,000",SDN,Africa
2455,2010,Sudan,ODA-like,"1,857,678","1,477,046",SDN,Africa
2461,2010,Sudan,ODA-like,"7,430,713","5,908,185",SDN,Africa
2462,2011,Sudan,Vague (Official Finance),"11,099,873","10,000,000",SDN,Africa
2465,2011,Sudan,ODA-like,,,SDN,Africa
2466,2011,South Sudan,ODA-like,"843,590","760,000",SSD,Africa
2470,2011,Sudan,ODA-like,"22,675,726","20,428,815",SDN,Africa
2471,2011,South Sudan,ODA-like,,,SSD,Africa
2472,2011,Sudan,Vague (Official Finance),"99,898,859","90,000,000",SDN,Africa
2474,2011,Tunisia,ODA-like,"2,219,975","2,000,000",TUN,Africa
2475,2000,Tunisia,Vague (Official Finance),"6,771,751","2,918,252",TUN,Africa
2476,2002,Tunisia,ODA-like,,,TUN,Africa
2481,2004,Tunisia,ODA-like,"2,489,844","1,208,196",TUN,Africa
2482,2004,Tunisia,Vague (Official Finance),"87,144,533","42,286,870",TUN,Africa
2489,2000,Uganda,ODA-like,"7,425,541","3,200,000",UGA,Africa
2494,2000,Uganda,ODA-like,,,UGA,Africa
2495,2001,Uganda,ODA-like,"113,674,528","50,000,000",UGA,Africa
2496,2001,Uganda,ODA-like,"19,059,333","8,383,291",UGA,Africa
2497,2003,Uganda,ODA-like,"22,033","10,000",UGA,Africa
2498,2002,Uganda,ODA-like,"10,718,741","4,742,436",UGA,Africa
2499,2001,Uganda,Vague (Official Finance),"22,734,906","10,000,000",UGA,Africa
2501,2001,Uganda,ODA-like,"85,208","37,479",UGA,Africa
2502,2003,Uganda,ODA-like,"3,194,323","1,449,794",UGA,Africa
2505,2002,Uganda,ODA-like,,,UGA,Africa
2507,2003,Uganda,ODA-like,"550,823","250,000",UGA,Africa
2509,2003,Uganda,ODA-like,"7,985,806","3,624,486",UGA,Africa
2510,2004,Uganda,ODA-like,"10,303,971","5,000,000",UGA,Africa
2511,2004,Uganda,ODA-like,"5,358,065","2,600,000",UGA,Africa
2514,2006,Uganda,ODA-like,"24,104,279","13,104,346",UGA,Africa
2515,2006,Uganda,ODA-like,,,UGA,Africa
2517,2006,Uganda,ODA-like,"18,394,110","10,000,000",UGA,Africa
2518,2007,Uganda,ODA-like,"27,668,042","17,000,000",UGA,Africa
10642,2009,Namibia,ODA-like,,,NAM,Africa
11101,2008,Malawi,ODA-like,,,MWI,Africa
11112,2007,Tunisia,OOF-like,,,TUN,Africa
11289,2007,Uganda,ODA-like,,,UGA,Africa
11336,2005,Namibia,ODA-like,"5,621,209","2,861,937",NAM,Africa
11347,2007,Uganda,ODA-like,"1,888,645","1,160,435",UGA,Africa
11413,2006,Uganda,ODA-like,"3,360,990","1,827,210",UGA,Africa
11465,2007,Uganda,ODA-like,"162,753","100,000",UGA,Africa
11543,2008,Uganda,Vague (Official Finance),"6,894,565","5,000,000",UGA,Africa
11563,2008,Uganda,ODA-like,"2,083,866","1,511,238",UGA,Africa
11579,2008,Uganda,ODA-like,"13,998,192","10,151,613",UGA,Africa
11667,2004,Kenya,OOF-like,,,KEN,Africa
11756,2011,Gabon,ODA-like,,,GAB,Africa
11859,2006,Botswana,OOF-like,,,BWA,Africa
11897,2007,Cameroon,ODA-like,,,CMR,Africa
11939,2007,Cameroon,ODA-like,"90,328,020","55,500,000",CMR,Africa
12127,2007,Uganda,ODA-like,"43,943,361","27,000,000",UGA,Africa
12165,2008,Djibouti,ODA-like,,,DJI,Africa
12177,2007,Uganda,ODA-like,"661,026","406,152",UGA,Africa
12194,2005,Burundi,ODA-like,,,BDI,Africa
12253,2009,Uganda,ODA-like,"137,066,978","101,000,000",UGA,Africa
12292,2008,Burundi,ODA-like,"2,976,647","2,158,691",BDI,Africa
12298,2008,Burundi,ODA-like,"11,562,565","8,385,275",BDI,Africa
12303,2008,Burundi,ODA-like,,,BDI,Africa
12324,2007,Burundi,ODA-like,"328,864","202,063",BDI,Africa
12353,2007,Burundi,ODA-like,"29,409,905","18,070,248",BDI,Africa
12360,2009,Uganda,ODA-like,"542,840","400,000",UGA,Africa
12382,2000,Gabon,ODA-like,"6,033,252","2,600,000",GAB,Africa
12430,2004,Uganda,ODA-like,,,UGA,Africa
12448,2009,Uganda,ODA-like,"407,130","300,000",UGA,Africa
12479,2009,Uganda,ODA-like,"6,785,494","5,000,000",UGA,Africa
12513,2009,Uganda,ODA-like,"1,017,824","750,000",UGA,Africa
12550,2006,Senegal,ODA-like,"459,853","250,000",SEN,Africa
12776,2006,Equatorial Guinea,Vague (Official Finance),"110,364,660","60,000,000",GNQ,Africa
12814,2001,"Congo, Rep.",ODA-like,"9,304,384","4,092,554",COG,Africa
12821,2000,"Congo, Rep.",Vague (Official Finance),"65,184,236","28,090,824",COG,Africa
12843,2003,"Congo, Rep.",ODA-like,,,COG,Africa
12860,2005,Equatorial Guinea,ODA-like,,,GNQ,Africa
12892,2006,"Congo, Rep.",ODA-like,"569,879,933","309,816,531",COG,Africa
12970,2008,Tunisia,ODA-like,,,TUN,Africa
12985,2006,Tunisia,Vague (Official Finance),"6,920,770","3,762,492",TUN,Africa
13025,2007,Cote D'Ivoire,ODA-like,"22,275,505","13,686,678",CIV,Africa
13059,2003,"Congo, Dem. Rep.",ODA-like,"1,597,218","724,923",COD,Africa
13066,2006,Guinea,ODA-like,,,GIN,Africa
13197,2009,Mauritania,ODA-like,"11,919,334","8,782,952",MRT,Africa
13254,2011,Guinea,ODA-like,"25,767,871","23,214,563",GIN,Africa
13260,2011,Guinea,ODA-like,"3,435,716","3,095,275",GIN,Africa
13272,2010,Morocco,OOF-like,,,MAR,Africa
13307,2011,Seychelles,ODA-like,"49,070,300","44,207,982",SYC,Africa
13330,2009,Guinea,ODA-like,,,GIN,Africa
13348,2011,Guinea,ODA-like,"13,742,864","12,381,100",GIN,Africa
13398,2011,Guinea,ODA-like,,,GIN,Africa
13424,2010,Tunisia,ODA-like,"3,514,596","2,794,467",TUN,Africa
13464,2011,Tunisia,ODA-like,"6,871,432","6,190,550",TUN,Africa
13505,2012,Tunisia,ODA-like,"1,376,746","1,300,000",TUN,Africa
13551,2004,Ghana,ODA-like,"4,945,906","2,400,000",GHA,Africa
13788,2011,Guinea,ODA-like,,,GIN,Africa
13823,2011,Guinea,OOF-like,"371,845,754","335,000,000",GIN,Africa
13867,2004,Togo,ODA-like,,,TGO,Africa
13901,2006,Togo,ODA-like,,,TGO,Africa
13910,2011,Guinea,ODA-like,"12,503,553","11,264,591",GIN,Africa
13957,2006,Togo,ODA-like,"116,087","63,111",TGO,Africa
14020,2002,Tunisia,ODA-like,,,TUN,Africa
14113,2005,Sudan,ODA-like,"2,396,938","1,220,358",SDN,Africa
14235,2011,Uganda,OOF-like,"388,495,564","350,000,000",UGA,Africa
14267,2009,Libya,OOF-like,"407,129,636","300,000,000",LBY,Africa
14326,2000,Sudan,ODA-like,"7,007,551","3,019,869",SDN,Africa
14342,2010,Uganda,ODA-like,"3,773,094","3,000,000",UGA,Africa
14352,2009,Mauritius,ODA-like,"715,160","526,977",MUS,Africa
14359,2010,Uganda,ODA-like,"503,079","400,000",UGA,Africa
14381,2010,Uganda,ODA-like,,,UGA,Africa
14502,2001,Tanzania,ODA-like,"518,818","228,203",TZA,Africa
14529,2001,Zambia,ODA-like,"1,136,745","500,000",ZMB,Africa
14612,2010,Uganda,ODA-like,"577,573","459,230",UGA,Africa
14681,2011,Uganda,ODA-like,"110,998,733","100,000,000",UGA,Africa
14883,2009,Tanzania,ODA-like,"7,946,222","5,855,301",TZA,Africa
14888,2006,Tanzania,ODA-like,,,TZA,Africa
14897,2006,Tanzania,ODA-like,,,TZA,Africa
14902,2006,Tanzania,ODA-like,"692,077","376,249",TZA,Africa
14910,2006,Tanzania,ODA-like,"1,153,462","627,082",TZA,Africa
14994,2006,Zambia,ODA-like,"18,455,386","10,033,313",ZMB,Africa
15060,2006,Guinea,Vague (Official Finance),"4,598,527","2,500,000",GIN,Africa
15102,2001,Uganda,ODA-like,"90,939,622","40,000,000",UGA,Africa
15202,2009,Cote D'Ivoire,ODA-like,"19,865,556","14,638,254",CIV,Africa
15226,2007,Niger,ODA-like,"6,287,413","3,863,158",NER,Africa
15233,2007,Zambia,ODA-like,"244,130","150,000",ZMB,Africa
15248,2010,Uganda,Vague (Official Finance),,,UGA,Africa
15400,2007,Uganda,ODA-like,"11,067,217","6,800,000",UGA,Africa
15411,2010,Zambia,ODA-like,"5,573,034","4,431,139",ZMB,Africa
15457,2008,Niger,ODA-like,,,NER,Africa
15469,2011,Zambia,ODA-like,"7,412,039","6,677,589",ZMB,Africa
15507,2011,Zambia,ODA-like,"347,439","313,012",ZMB,Africa
15518,2011,Zambia,ODA-like,,,ZMB,Africa
15577,2005,Niger,ODA-like,,,NER,Africa
15631,2009,Niger,ODA-like,"9,932,778","7,319,127",NER,Africa
15643,2009,Niger,ODA-like,"397,311","292,765",NER,Africa
15705,2010,Guinea,ODA-like,,,GIN,Africa
15711,2010,Niger,ODA-like,"380,907","302,861",NER,Africa
15776,2000,Zimbabwe,ODA-like,"580,120","250,000",ZWE,Africa
15874,2009,Kenya,ODA-like,,,KEN,Africa
15905,2002,South Africa,Vague (Official Finance),,,ZAF,Africa
15958,2002,South Africa,ODA-like,,,ZAF,Africa
15963,2004,South Africa,OOF-like,,,ZAF,Africa
15983,2004,South Africa,ODA-like,,,ZAF,Africa
16037,2001,South Africa,Vague (Official Finance),,,ZAF,Africa
16051,2004,South Africa,ODA-like,,,ZAF,Africa
16076,2003,South Africa,ODA-like,,,ZAF,Africa
16115,2010,Kenya,ODA-like,,,KEN,Africa
16189,2006,South Africa,ODA-like,,,ZAF,Africa
16239,2000,Zimbabwe,ODA-like,"5,606,040","2,415,895",ZWE,Africa
16248,2007,Chad,ODA-like,"54,334,060","33,384,329",TCD,Africa
16265,2007,Chad,Vague (Official Finance),"44,146,424","27,124,767",TCD,Africa
16295,2006,South Africa,OOF-like,,,ZAF,Africa
16372,2006,South Africa,OOF-like,,,ZAF,Africa
16379,2007,Kenya,Vague (Official Finance),"34,229,903","21,031,787",KEN,Africa
16392,2007,Kenya,Vague (Official Finance),"24,174,869","14,853,699",KEN,Africa
16401,2000,Zimbabwe,ODA-like,"1,401,571","604,000",ZWE,Africa
16422,2007,South Africa,OOF-like,,,ZAF,Africa
16457,2012,Morocco,OOF-like,,,MAR,Africa
16463,2007,South Africa,ODA-like,,,ZAF,Africa
16519,2006,Uganda,ODA-like,,,UGA,Africa
16553,2006,South Africa,ODA-like,"4,613,846","2,508,328",ZAF,Africa
16613,2001,Zimbabwe,ODA-like,"549,347","241,631",ZWE,Africa
16623,2001,Zimbabwe,ODA-like,"568,373","250,000",ZWE,Africa
16631,2001,Zimbabwe,ODA-like,"9,093,962","4,000,000",ZWE,Africa
16658,2009,South Africa,OOF-like,"1,357,098,788","1,000,000,000",ZAF,Africa
16668,2009,South Africa,ODA-like,,,ZAF,Africa
16699,2002,Zimbabwe,ODA-like,"84,677","37,465",ZWE,Africa
16801,2006,Rwanda,ODA-like,"8,277,349","4,500,000",RWA,Africa
16807,2002,Zimbabwe,ODA-like,"4,294,335","1,900,000",ZWE,Africa
16840,2002,Zimbabwe,ODA-like,"11,300,881","5,000,000",ZWE,Africa
16867,2003,Zimbabwe,ODA-like,"1,101,647","500,000",ZWE,Africa
16888,2007,South Africa,ODA-like,,,ZAF,Africa
16911,2009,Kenya,ODA-like,"1,191,933","878,295",KEN,Africa
16918,2008,Kenya,ODA-like,,,KEN,Africa
17022,2003,Zimbabwe,ODA-like,"605,905,782","275,000,000",ZWE,Africa
17029,2003,Zimbabwe,ODA-like,,,ZWE,Africa
17045,2003,Zimbabwe,ODA-like,"11,016,469","5,000,000",ZWE,Africa
17068,2002,Rwanda,ODA-like,"12,430,969","5,500,000",RWA,Africa
17077,2001,Zimbabwe,ODA-like,"274,673","120,816",ZWE,Africa
17102,2003,Zimbabwe,ODA-like,"9,914,822","4,500,000",ZWE,Africa
17125,2003,Zimbabwe,ODA-like,"92,538,338","42,000,000",ZWE,Africa
17139,2003,Zimbabwe,ODA-like,"4,406,588","2,000,000",ZWE,Africa
17158,2004,Zimbabwe,ODA-like,"226,687,353","110,000,000",ZWE,Africa
17180,2005,Rwanda,ODA-like,,,RWA,Africa
17195,2006,Rwanda,ODA-like,,,RWA,Africa
17238,2000,Rwanda,ODA-like,,,RWA,Africa
17322,2003,Zimbabwe,ODA-like,"44,066","20,000",ZWE,Africa
17358,2000,Rwanda,ODA-like,,,RWA,Africa
17449,2004,Zimbabwe,ODA-like,"1,380,732,056","670,000,000",ZWE,Africa
17503,2004,Zimbabwe,OOF-like,"72,127,794","35,000,000",ZWE,Africa
17616,2004,Zimbabwe,ODA-like,"540,897","262,470",ZWE,Africa
17703,2007,Niger,Vague (Official Finance),,,NER,Africa
17709,2008,Kenya,ODA-like,"413,674","300,000",KEN,Africa
17721,2006,Niger,ODA-like,,,NER,Africa
17789,2003,Zimbabwe,ODA-like,"39,438,958","17,900,000",ZWE,Africa
17832,2011,Kenya,Vague (Official Finance),"18,747,512","16,889,843",KEN,Africa
17839,2007,Niger,ODA-like,"2,278,545","1,400,000",NER,Africa
17966,2005,Zimbabwe,ODA-like,,,ZWE,Africa
17976,2011,Malawi,ODA-like,,,MWI,Africa
17983,2011,Malawi,ODA-like,"14,184","12,778",MWI,Africa
17994,2011,Malawi,ODA-like,,,MWI,Africa
18056,2010,Mali,OOF-like,,,MLI,Africa
18078,2007,Niger,ODA-like,"732,389","450,000",NER,Africa
18148,2011,Niger,ODA-like,"3,528,503","3,178,868",NER,Africa
18160,2005,Zimbabwe,ODA-like,"11,784,763","6,000,000",ZWE,Africa
18184,2005,Zimbabwe,ODA-like,,,ZWE,Africa
18199,2005,Zimbabwe,Vague (Official Finance),,,ZWE,Africa
18223,2007,"Congo, Rep.",ODA-like,"6,510,128","4,000,000",COG,Africa
