project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region,special
34992,2011,Indonesia,ODA-like,147628314.3,133000000,IDN,Asia,
34996,2010,Maldives,Vague (Official Finance),89354319.26,71045921.21,MDV,Asia,
34998,2010,Maldives,ODA-like,,,MDV,Asia,
34999,2007,Maldives,ODA-like,14496634.89,8907128,MDV,Asia,
35001,2000,Guinea,ODA-like,,,GIN,Africa,
35002,2002,Guinea,ODA-like,,,GIN,Africa,
35003,2004,Guinea,ODA-like,,,GIN,Africa,
35004,2008,Guinea,ODA-like,,,GIN,Africa,
35007,2012,Guinea,ODA-like,,,GIN,Africa,
35008,2013,Ghana,ODA-like,,,GHA,Africa,
35011,2004,Indonesia,ODA-like,1236476.468,600000,IDN,Asia,
35012,2013,Togo,ODA-like,,,TGO,Africa,
35013,2004,Indonesia,ODA-like,,,IDN,Asia,
35020,2012,Maldives,Vague (Official Finance),164836415.2,155647686.4,MDV,Asia,
35021,2013,Malawi,ODA-like,418523.4761,411627.3336,MWI,Africa,
35022,2014,Mali,ODA-like,,,MLI,Africa,
35023,2013,Sierra Leone,ODA-like,,,SLE,Africa,
35024,2013,Sudan,ODA-like,,,SDN,Africa,
35025,2013,Tanzania,ODA-like,,,TZA,Africa,
35026,2013,Tanzania,ODA-like,,,TZA,Africa,
35034,2005,Indonesia,ODA-like,3595407.512,1830537.019,IDN,Asia,
35037,2013,Uganda,ODA-like,,,UGA,Africa,
35038,2013,Chad,ODA-like,,,TCD,Africa,
35062,2010,Ghana,ODA-like,,,GHA,Africa,
35064,2005,Cape Verde,Vague (Official Finance),9587753.365,4881432.049,CPV,Africa,
35066,2005,Indonesia,ODA-like,,,IDN,Asia,
35069,2003,Cape Verde,ODA-like,,,CPV,Africa,
35070,2001,Cape Verde,Vague (Official Finance),,,CPV,Africa,
35073,2000,Pakistan,ODA-like,29470114.57,12700000,PAK,Asia,
35075,2000,Pakistan,ODA-like,"116,024","50,000",PAK,Asia,
35079,2014,Malaysia,OOF-like,,,MYS,Asia,
35083,2011,Zimbabwe,ODA-like,,,ZWE,Africa,
35084,2007,Kenya,ODA-like,,,KEN,Africa,
35087,2006,Djibouti,ODA-like,,,DJI,Africa,
35099,2000,Pakistan,ODA-like,,,PAK,Asia,
35101,2001,Pakistan,ODA-like,549346.814,241631.4472,PAK,Asia,
35108,2003,Pakistan,OOF-like,330494062.8,150000000,PAK,Asia,
35109,2001,Pakistan,ODA-like,1139894.639,501385.253,PAK,Asia,
35112,2005,Indonesia,ODA-like,589238.1539,300000,IDN,Asia,
35113,2005,Indonesia,ODA-like,,,IDN,Asia,
35120,2001,Pakistan,OOF-like,198930423.9,87500000,PAK,Asia,
35122,2001,Pakistan,OOF-like,231896037,102000000,PAK,Asia,
35124,2001,Pakistan,OOF-like,113674527.9,50000000,PAK,Asia,
35126,2001,Pakistan,OOF-like,"1,136,745,279","500,000,000",PAK,Asia,
35130,2001,Pakistan,ODA-like,1098693.628,483262.8944,PAK,Asia,
35132,2009,Viet Nam,ODA-like,,,VNM,Asia,
35142,2012,Guinea-Bissau,ODA-like,,,GNB,Africa,
35149,2005,Indonesia,ODA-like,982063.5899,500000,IDN,Asia,
35151,2005,Indonesia,ODA-like,7190815.023,3661074.037,IDN,Asia,
35169,2013,Cameroon,OOF-like,,,CMR,Africa,
35172,2007,Djibouti,ODA-like,106968.4482,65724.33309,DJI,Africa,
35173,2011,Guinea,ODA-like,515357.4105,464291.2568,GIN,Africa,
35174,2008,Guinea-Bissau,ODA-like,137891.3093,100000,GNB,Africa,
35176,2009,Sudan,ODA-like,,,SDN,Africa,
35198,2007,Angola,ODA-like,427873.7928,262897.3323,AGO,Africa,
35199,2008,Botswana,ODA-like,,,BWA,Africa,
35200,2009,Burundi,ODA-like,,,BDI,Africa,
35202,2010,Equatorial Guinea,ODA-like,"185,768","147,705",GNQ,Africa,
35203,2011,Togo,ODA-like,343571.607,309527.5045,TGO,Africa,
35205,2007,Gabon,ODA-like,,,GAB,Africa,
35206,2010,Gabon,ODA-like,,,GAB,Africa,
35212,2007,Madagascar,ODA-like,,,MDG,Africa,
35213,2008,Madagascar,ODA-like,,,MDG,Africa,
35216,2009,Somalia,ODA-like,678549.3938,500000,SOM,Africa,
35217,2009,Somalia,ODA-like,198655.5609,146382.5351,SOM,Africa,
35220,2007,Mali,ODA-like,"21,394","13,145",MLI,Africa,
35221,2008,Mali,ODA-like,"523,987","380,000",MLI,Africa,
35222,2007,Namibia,ODA-like,"224,634","138,021",NAM,Africa,
35226,2010,Viet Nam,ODA-like,6081.412706,4835.351794,VNM,Asia,
35233,2010,Viet Nam,ODA-like,12576.98088,10000,VNM,Asia,
35236,2010,Viet Nam,Vague (Official Finance),"377,309,426","300,000,000",VNM,Asia,
35239,2011,Ghana,ODA-like,,,GHA,Africa,
35240,2005,Indonesia,ODA-like,183645891.3,93500000,IDN,Asia,
35241,2012,Ghana,ODA-like,317710.6304,300000,GHA,Africa,
35242,2010,Ghana,ODA-like,,,GHA,Africa,
35245,2014,Guinea,ODA-like,,,GIN,Africa,
35246,2014,Sierra Leone,ODA-like,,,SLE,Africa,
35247,2014,Sierra Leone,ODA-like,1627754.094,1627754.094,SLE,Africa,
35251,2006,Ghana,ODA-like,,,GHA,Africa,
35253,2012,Lesotho,ODA-like,,,LSO,Africa,
35254,2013,Namibia,ODA-like,24615712.24,24210111.44,NAM,Africa,
35255,2014,Lesotho,ODA-like,,,LSO,Africa,
35257,2002,Pakistan,OOF-like,42557310.13,18829200,PAK,Asia,
35258,2009,Lesotho,ODA-like,,,LSO,Africa,
35259,2014,Liberia,OOF-like,,,LBR,Africa,
35262,2003,Pakistan,Vague (Official Finance),440658750.4,200000000,PAK,Asia,
35266,2013,Pakistan,Vague (Official Finance),455505507,448000000,PAK,Asia,
35267,2011,Liberia,ODA-like,1109987.326,1000000,LBR,Africa,
35268,2011,Viet Nam,OOF-like,221997465.2,200000000,VNM,Asia,
35270,2011,Viet Nam,OOF-like,158728187.6,143000000,VNM,Asia,
35277,2003,Pakistan,OOF-like,239718360.2,108800000,PAK,Asia,
35278,2000,Pakistan,ODA-like,5508831.869,2374003.826,PAK,Asia,
35279,2003,Pakistan,ODA-like,3357283.927,1523756.841,PAK,Asia,
35280,2003,Pakistan,ODA-like,440658.7504,200000,PAK,Asia,
35282,2008,Seychelles,ODA-like,,,SYC,Africa,
35283,2009,Seychelles,ODA-like,,,SYC,Africa,
35284,2010,Seychelles,ODA-like,,,SYC,Africa,
35285,2012,Seychelles,ODA-like,,,SYC,Africa,
35286,2014,Seychelles,ODA-like,,,SYC,Africa,
35290,2012,Viet Nam,ODA-like,10590.35435,10000,VNM,Asia,
35293,2004,Pakistan,ODA-like,103039.7057,50000,PAK,Asia,
35301,2006,Bangladesh,ODA-like,,,BGD,Asia,
35306,2005,Pakistan,OOF-like,106062867.7,54000000,PAK,Asia,
35309,2005,Pakistan,ODA-like,196412.718,100000,PAK,Asia,
35312,2005,Pakistan,OOF-like,785650.8719,400000,PAK,Asia,
35316,2005,Pakistan,ODA-like,57526520.19,29288592.3,PAK,Asia,
35320,2012,Rwanda,ODA-like,,,RWA,Africa,
35322,2014,Rwanda,ODA-like,,,RWA,Africa,
35330,2007,Timor-Leste,ODA-like,748779.1374,460070.3316,TLS,Asia,
35335,2005,Pakistan,ODA-like,346526.3768,176427.6674,PAK,Asia,
35338,2011,Brunei,OOF-like,,,BRN,Asia,
35345,2005,Pakistan,ODA-like,,,PAK,Asia,
35348,2005,Pakistan,ODA-like,,,PAK,Asia,
35350,2005,Pakistan,ODA-like,12177588.51,6200000,PAK,Asia,
35351,2005,Pakistan,ODA-like,196412.718,100000,PAK,Asia,
35375,2005,Pakistan,ODA-like,231017.5845,117618.4449,PAK,Asia,
35378,2005,Pakistan,ODA-like,,,PAK,Asia,
35379,2005,Pakistan,ODA-like,,,PAK,Asia,
35380,2005,Pakistan,ODA-like,117847.6308,60000,PAK,Asia,
35384,2011,Timor-Leste,ODA-like,,,TLS,Asia,
35385,2006,Pakistan,ODA-like,"4,598,527","2,500,000",PAK,Asia,
35386,2006,Pakistan,ODA-like,,,PAK,Asia,
35391,2010,Bangladesh,OOF-like,,,BGD,Asia,
35394,2006,Pakistan,OOF-like,"41,018,865","22,300,000",PAK,Asia,
35397,2011,Timor-Leste,ODA-like,,,TLS,Asia,
35400,2011,Angola,ODA-like,,,AGO,Africa,
35401,2006,Pakistan,OOF-like,"367,882,199","200,000,000",PAK,Asia,
35403,2007,Sierra Leone,ODA-like,,,SLE,Africa,
35404,2005,Sierra Leone,ODA-like,,,SLE,Africa,
35406,2003,Sierra Leone,ODA-like,,,SLE,Africa,
35407,2011,Sierra Leone,ODA-like,,,SLE,Africa,
35409,2014,Sierra Leone,ODA-like,,,SLE,Africa,
35410,2014,Sierra Leone,ODA-like,,,SLE,Africa,
35415,2006,Pakistan,ODA-like,"367,882","200,000",PAK,Asia,
35417,2008,Malawi,ODA-like,,,MWI,Africa,
35420,2014,Malawi,ODA-like,"11,767,591","11,767,591",MWI,Africa,
35421,2011,Djibouti,ODA-like,,,DJI,Africa,
35422,2014,Djibouti,ODA-like,,,DJI,Africa,
35428,2011,South Sudan,ODA-like,,,SSD,Africa,
35429,2004,Equatorial Guinea,ODA-like,,,GNQ,Africa,
35430,2008,Equatorial Guinea,ODA-like,,,GNQ,Africa,
35431,2010,Equatorial Guinea,ODA-like,,,GNQ,Africa,
35432,2014,Equatorial Guinea,ODA-like,,,GNQ,Africa,
35436,2012,South Sudan,Vague (Official Finance),"211,807,087","200,000,000",SSD,Africa,
35437,2011,Eritrea,ODA-like,,,ERI,Africa,
35438,2009,Eritrea,ODA-like,,,ERI,Africa,
35439,2007,Eritrea,ODA-like,"12,836","7,887",ERI,Africa,
35440,2012,Mali,ODA-like,,,MLI,Africa,
35442,2009,Sudan,ODA-like,,,SDN,Africa,
35454,2005,Sudan,ODA-like,,,SDN,Africa,
35486,2003,Sudan,ODA-like,,,SDN,Africa,
35487,2001,Sudan,ODA-like,,,SDN,Africa,
35492,2011,Togo,ODA-like,,,TGO,Africa,
35495,2005,Viet Nam,ODA-like,,,VNM,Asia,
35499,2014,Libya,ODA-like,,,LBY,Africa,
35500,2010,Madagascar,ODA-like,,,MDG,Africa,
35501,2012,Madagascar,ODA-like,,,MDG,Africa,
35502,2014,Madagascar,ODA-like,,,MDG,Africa,
35534,2005,Togo,ODA-like,,,TGO,Africa,
35535,2001,Togo,ODA-like,,,TGO,Africa,
35539,2014,Cambodia,ODA-like,,,KHM,Asia,
35540,2014,Cambodia,ODA-like,,,KHM,Asia,
35562,2007,Nicaragua,ODA-like,48825956.77,30000000,NIC,Latin America and the Caribbean,
35568,2011,Cambodia,ODA-like,"57,769,290","52,045,000",KHM,Asia,
35569,2013,Cambodia,ODA-like,46523696.14,45757110.62,KHM,Asia,
35570,2014,Cambodia,OOF-like,119751775,119751775,KHM,Asia,
35571,2014,Cambodia,ODA-like,8068199.355,8068199.355,KHM,Asia,
35576,2012,Cambodia,ODA-like,,,KHM,Asia,
35577,2012,Cambodia,ODA-like,167327.5987,158000,KHM,Asia,
35579,2008,Algeria,ODA-like,,,DZA,Africa,
35583,2010,Cameroon,ODA-like,9288390.776,7385230.895,CMR,Africa,
35584,2014,Mauritania,ODA-like,,,MRT,Africa,
35585,2014,Tunisia,ODA-like,,,TUN,Africa,
35586,2012,Mauritania,ODA-like,,,MRT,Africa,
35588,2008,Mauritania,ODA-like,,,MRT,Africa,
35589,2006,Mauritania,ODA-like,,,MRT,Africa,
35590,2008,Cambodia,ODA-like,"3,996,780","2,898,500",KHM,Asia,
35591,2012,Cambodia,ODA-like,"35,064,438","33,109,788",KHM,Asia,
35595,2011,Cambodia,ODA-like,"49,989,669","45,036,252",KHM,Asia,
35600,2004,Myanmar,Vague (Official Finance),"412,158,823","200,000,000",MMR,Asia,
35601,2009,Myanmar,Vague (Official Finance),,,MMR,Asia,
35602,2010,Myanmar,ODA-like,,,MMR,Asia,
35603,2006,Tunisia,ODA-like,,,TUN,Africa,
35604,2004,Tunisia,ODA-like,,,TUN,Africa,
35605,2000,Tunisia,ODA-like,,,TUN,Africa,
35606,2007,Pakistan,ODA-like,213936.8964,131448.6662,PAK,Asia,
35607,2007,Pakistan,ODA-like,"325,506","200,000",PAK,Asia,
35613,2007,Pakistan,OOF-like,492054.8617,302331.9322,PAK,Asia,
35614,2007,Pakistan,ODA-like,"651,012,757","400,000,000",PAK,Asia,
35615,2007,Pakistan,ODA-like,,,PAK,Asia,
35616,2007,Pakistan,ODA-like,,,PAK,Asia,
35617,2013,Uganda,ODA-like,,,UGA,Africa,
35618,2014,Uganda,ODA-like,"1,627,754","1,627,754",UGA,Africa,
35619,2013,Uganda,ODA-like,,,UGA,Africa,
35620,2011,Uganda,ODA-like,,,UGA,Africa,
35621,2009,Uganda,ODA-like,,,UGA,Africa,
35622,2010,Uganda,ODA-like,18576.78155,14770.46179,UGA,Africa,
35623,2007,Uganda,ODA-like,,,UGA,Africa,
35624,2005,Uganda,ODA-like,,,UGA,Africa,
35625,2003,Uganda,ODA-like,,,UGA,Africa,
35626,2014,Zambia,ODA-like,,,ZMB,Africa,
35628,2014,Zambia,ODA-like,,,ZMB,Africa,
35629,2012,Zambia,ODA-like,,,ZMB,Africa,
35630,2010,Zambia,ODA-like,,,ZMB,Africa,
35635,2009,Ghana,ODA-like,"40,712,964","30,000,000",GHA,Africa,
35636,2009,Ghana,ODA-like,4885555.635,3600000,GHA,Africa,
35640,2010,Equatorial Guinea,ODA-like,"477,925,273","380,000,000",GNQ,Africa,
35641,2011,Guinea-Bissau,Vague (Official Finance),,,GNB,Africa,
35643,2011,Guinea-Bissau,ODA-like,,,GNB,Africa,
35648,2011,Namibia,Vague (Official Finance),"64,815,599","58,393,098",NAM,Africa,
35649,2011,Sierra Leone,Vague (Official Finance),"33,299,620","30,000,000",SLE,Africa,
35650,2009,Zambia,ODA-like,,,ZMB,Africa,
35651,2007,Zambia,ODA-like,,,ZMB,Africa,
35652,2005,Zambia,ODA-like,,,ZMB,Africa,
35653,2003,Zambia,ODA-like,,,ZMB,Africa,
35654,2001,Zambia,ODA-like,,,ZMB,Africa,
35655,2013,Zimbabwe,ODA-like,,,ZWE,Africa,
35656,2002,Benin,ODA-like,,,BEN,Africa,
35657,2004,Benin,ODA-like,,,BEN,Africa,
35658,2006,Benin,ODA-like,,,BEN,Africa,
35659,2012,Zimbabwe,ODA-like,52951.77174,50000,ZWE,Africa,
35660,2008,Benin,ODA-like,,,BEN,Africa,
35661,2010,Benin,ODA-like,,,BEN,Africa,
35662,2005,Cambodia,ODA-like,53947891.24,27466597.78,KHM,Asia,
35663,2005,Zimbabwe,ODA-like,,,ZWE,Africa,
35664,2002,Zimbabwe,ODA-like,,,ZWE,Africa,
35665,2011,Tanzania,ODA-like,,,TZA,Africa,
35666,2009,Tanzania,ODA-like,,,TZA,Africa,
35668,2004,Mozambique,ODA-like,,,MOZ,Africa,
35669,2008,Botswana,ODA-like,,,BWA,Africa,
35671,2009,Chad,ODA-like,,,TCD,Africa,
35672,2011,Chad,ODA-like,,,TCD,Africa,
35673,2013,Chad,ODA-like,,,TCD,Africa,
35674,2007,Tanzania,ODA-like,,,TZA,Africa,
35675,2010,Cape Verde,ODA-like,,,CPV,Africa,
35676,2005,Tanzania,ODA-like,,,TZA,Africa,
35677,2003,Tanzania,ODA-like,,,TZA,Africa,
35678,2001,Tanzania,ODA-like,,,TZA,Africa,
35679,2007,Tanzania,ODA-like,,,TZA,Africa,
35680,2005,Tanzania,ODA-like,,,TZA,Africa,
35681,2003,Tanzania,ODA-like,,,TZA,Africa,
35682,2001,Tanzania,ODA-like,,,TZA,Africa,
35683,2014,Tanzania,ODA-like,,,TZA,Africa,
35685,2010,Cambodia,ODA-like,"628,849","500,000",KHM,Asia,
35687,2011,Cambodia,ODA-like,"35,514,480","31,995,392",KHM,Asia,
35690,2014,Comoros,ODA-like,,,COM,Africa,
35691,2012,Namibia,ODA-like,,,NAM,Africa,
35692,2010,Namibia,ODA-like,,,NAM,Africa,
35693,2008,Namibia,ODA-like,,,NAM,Africa,
35694,2010,Niger,ODA-like,,,NER,Africa,
35695,2008,Niger,ODA-like,,,NER,Africa,
35696,2012,Comoros,ODA-like,,,COM,Africa,
35697,2010,Comoros,ODA-like,,,COM,Africa,
35698,2010,Liberia,ODA-like,"62,884,904","50,000,000",LBR,Africa,
35711,2012,Laos,OOF-like,33041713.29,31199818.44,LAO,Asia,
35713,2010,Laos,ODA-like,62884904.4,50000000,LAO,Asia,
35714,2012,Laos,OOF-like,698963387,660000000,LAO,Asia,
35721,2003,Bolivia,ODA-like,66098.81255,30000,BOL,Latin America and the Caribbean,
35728,2003,Ecuador,ODA-like,"5,508,234","2,500,000",ECU,Latin America and the Caribbean,
35737,2008,Pakistan,OOF-like,,,PAK,Asia,
35739,2008,Pakistan,Vague (Official Finance),"450,904,582","327,000,000",PAK,Asia,
35749,2011,Nigeria,OOF-like,,,NGA,Africa,
35750,2011,Nigeria,ODA-like,,,NGA,Africa,
35756,2011,Laos,OOF-like,41745190.09,37608708.78,LAO,Asia,
35757,2011,Laos,Vague (Official Finance),77303611.58,69643688.52,LAO,Asia,
35759,2010,Laos,ODA-like,20406373.11,16225176.22,LAO,Asia,
35762,2012,Laos,ODA-like,335544.8655,316840.074,LAO,Asia,
35764,2011,Laos,OOF-like,"382,945,627","345,000,000",LAO,Asia,
35767,2006,Myanmar,OOF-like,149911995.9,81500000,MMR,Asia,
35772,2005,Bolivia,OOF-like,58923815.39,30000000,BOL,Latin America and the Caribbean,
35784,2002,Peru,ODA-like,"2,712,211","1,200,000",PER,Latin America and the Caribbean,
35791,2008,Pakistan,ODA-like,88130.69513,63913.16142,PAK,Asia,
35802,2006,Bolivia,ODA-like,2207293.192,1200000,BOL,Latin America and the Caribbean,
35805,2013,Rwanda,ODA-like,,,RWA,Africa,
35807,2011,Rwanda,ODA-like,,,RWA,Africa,
35809,2009,Rwanda,ODA-like,,,RWA,Africa,
35811,2009,Senegal,ODA-like,,,SEN,Africa,
35812,2011,Senegal,ODA-like,,,SEN,Africa,
35813,2013,Senegal,ODA-like,,,SEN,Africa,
35818,2010,Ecuador,OOF-like,718145608.2,571000000,ECU,Latin America and the Caribbean,
35820,2009,Ecuador,OOF-like,"1,628,518,545","1,200,000,000",ECU,Latin America and the Caribbean,
35824,2006,Myanmar,ODA-like,,,MMR,Asia,
35826,2006,Myanmar,Vague (Official Finance),57941446.28,31500000,MMR,Asia,
35828,2004,Myanmar,Vague (Official Finance),,,MMR,Asia,
35830,2008,Pakistan,ODA-like,"1,378,913","1,000,000",PAK,Asia,
35836,2003,Peru,ODA-like,2643952.502,1200000,PER,Latin America and the Caribbean,
35837,2006,Pakistan,ODA-like,6531030.92,3550609.921,PAK,Asia,
35839,2008,Pakistan,Vague (Official Finance),"689,456,547","500,000,000",PAK,Asia,
35841,2008,Peru,ODA-like,"137,891","100,000",PER,Latin America and the Caribbean,
35844,2009,Ecuador,ODA-like,"1,899,938","1,400,000",ECU,Latin America and the Caribbean,
35851,2009,Ecuador,ODA-like,"5,835,525","4,300,000",ECU,Latin America and the Caribbean,
35856,2014,Bolivia,OOF-like,344250000,344250000,BOL,Latin America and the Caribbean,
35860,2003,"South America, regional",ODA-like,,,R_LAC,Latin America and the Caribbean,1
35865,2010,Ecuador,OOF-like,1257698088,1000000000,ECU,Latin America and the Caribbean,
35867,2009,Ecuador,OOF-like,24427778.18,18000000,ECU,Latin America and the Caribbean,
35872,2008,Myanmar,ODA-like,,,MMR,Asia,
35873,2011,Zimbabwe,OOF-like,"11,099,873","10,000,000",ZWE,Africa,
35885,2004,Venezuela,OOF-like,,,VEN,Latin America and the Caribbean,
35888,2008,Bolivia,Vague (Official Finance),"82,734,786","60,000,000",BOL,Latin America and the Caribbean,
35900,2009,Pakistan,ODA-like,"19,270,803","14,200,000",PAK,Asia,
35902,2009,Pakistan,OOF-like,"181,851,238","134,000,000",PAK,Asia,
35903,2009,Pakistan,ODA-like,"5,959,667","4,391,476",PAK,Asia,
35904,2009,Pakistan,Vague (Official Finance),"949,969,151","700,000,000",PAK,Asia,
35918,2008,Brazil,OOF-like,1034184820,750000000,BRA,Latin America and the Caribbean,
35922,2009,Bolivia,OOF-like,"340,631,796","251,000,000",BOL,Latin America and the Caribbean,
35923,2006,Ghana,Vague (Official Finance),143474057.4,78000000,GHA,Africa,
35924,2007,Equatorial Guinea,ODA-like,,,GNQ,Africa,
35925,2006,Ghana,Vague (Official Finance),"47,824,686","26,000,000",GHA,Africa,
35927,2009,Bolivia,ODA-like,"81,425,927","60,000,000",BOL,Latin America and the Caribbean,
35943,2010,Ecuador,ODA-like,"3,715,356","2,954,092",ECU,Latin America and the Caribbean,
35945,2006,Colombia,ODA-like,"1,140",620,COL,Latin America and the Caribbean,
35950,2011,Ecuador,OOF-like,"2,219,974,652","2,000,000,000",ECU,Latin America and the Caribbean,
35958,2010,Bolivia,ODA-like,"50,307,924","40,000,000",BOL,Latin America and the Caribbean,
35960,2010,Bolivia,Vague (Official Finance),"84,265,772","67,000,000",BOL,Latin America and the Caribbean,
35971,2010,Bolivia,ODA-like,,,BOL,Latin America and the Caribbean,
35982,2011,Ecuador,OOF-like,347426033,313000000,ECU,Latin America and the Caribbean,
36000,2008,Colombia,OOF-like,103418482,75000000,COL,Latin America and the Caribbean,
36001,2013,Ecuador,ODA-like,,,ECU,Latin America and the Caribbean,
36002,2013,Ecuador,OOF-like,1423454709,1400000000,ECU,Latin America and the Caribbean,
36005,2011,Bolivia,ODA-like,"66,599,240","60,000,000",BOL,Latin America and the Caribbean,
36009,2011,Bolivia,ODA-like,"3,884,956","3,500,000",BOL,Latin America and the Caribbean,
36014,2014,Burundi,ODA-like,"100,000","100,000",BDI,Africa,
36018,2014,Burundi,ODA-like,,,BDI,Africa,
36021,2014,Burundi,ODA-like,"100,000","100,000",BDI,Africa,
36022,2014,Burundi,ODA-like,813877.0471,813877.0471,BDI,Africa,
36023,2014,Burundi,ODA-like,"14,980,000","14,980,000",BDI,Africa,
36027,2012,Bolivia,ODA-like,"25,205,043","23,800,000",BOL,Latin America and the Caribbean,
36031,2012,Bolivia,ODA-like,"4,765,659","4,500,000",BOL,Latin America and the Caribbean,
36038,2008,Colombia,ODA-like,"413,674","300,000",COL,Latin America and the Caribbean,
36039,2009,Pakistan,ODA-like,"16,608","12,238",PAK,Asia,
36051,2014,Kenya,ODA-like,"10,000,000","10,000,000",KEN,Africa,
36055,2014,Kenya,ODA-like,,,KEN,Africa,
36056,2009,Pakistan,ODA-like,29798.33414,21957.38027,PAK,Asia,
36057,2009,Pakistan,OOF-like,,,PAK,Asia,
36058,2009,Pakistan,OOF-like,,,PAK,Asia,
36061,2007,Peru,ODA-like,488259.5677,300000,PER,Latin America and the Caribbean,
36063,2009,Colombia,ODA-like,"397,311","292,765",COL,Latin America and the Caribbean,
36065,2014,"Congo, Dem. Rep.",ODA-like,5000000,5000000,COD,Africa,
36071,2014,Tanzania,ODA-like,"15,719,425","15,719,425",TZA,Africa,
36073,2014,Tanzania,ODA-like,"241,837","241,837",TZA,Africa,
36075,2014,Tanzania,ODA-like,"18,138","18,138",TZA,Africa,
36076,2014,Tanzania,ODA-like,3000,3000,TZA,Africa,
36077,2014,Tanzania,ODA-like,,,TZA,Africa,
36082,2014,Tanzania,OOF-like,136000000,136000000,TZA,Africa,
36083,2012,Burundi,ODA-like,,,BDI,Africa,
36085,2010,Burundi,ODA-like,,,BDI,Africa,
36088,2008,Burundi,ODA-like,,,BDI,Africa,
36089,2006,Burundi,ODA-like,,,BDI,Africa,
36090,2014,Rwanda,ODA-like,"642,304","642,304",RWA,Africa,
36091,2004,Burundi,ODA-like,,,BDI,Africa,
36092,2002,Burundi,ODA-like,,,BDI,Africa,
36093,2000,Burundi,ODA-like,,,BDI,Africa,
36094,2014,Kenya,ODA-like,"20,000","20,000",KEN,Africa,
36095,2013,Kenya,ODA-like,,,KEN,Africa,
36096,2014,Kenya,ODA-like,,,KEN,Africa,
36101,2014,Rwanda,ODA-like,"8,138,770","8,138,770",RWA,Africa,
36104,2014,"Africa, regional",Vague (Official Finance),,,R_Africa,Africa,
36107,2014,Tanzania,ODA-like,,,TZA,Africa,
36108,2014,Angola,ODA-like,"29,299,574","29,299,574",AGO,Africa,
36111,2014,Angola,ODA-like,,,AGO,Africa,
36114,2004,Cameroon,ODA-like,,,CMR,Africa,
36115,2002,Cameroon,ODA-like,,,CMR,Africa,
36116,2000,Cameroon,ODA-like,,,CMR,Africa,
36117,2014,Cape Verde,ODA-like,,,CPV,Africa,
36121,2013,Bolivia,ODA-like,"4,575,390","4,500,000",BOL,Latin America and the Caribbean,
36125,2012,Bolivia,ODA-like,"211,807,087","200,000,000",BOL,Latin America and the Caribbean,
36127,2008,Peru,OOF-like,,,PER,Latin America and the Caribbean,
36130,2014,Tunisia,ODA-like,,,TUN,Africa,
36133,2014,Sudan,ODA-like,,,SDN,Africa,
36138,2014,Benin,ODA-like,"840,000","840,000",BEN,Africa,
36142,2014,Sudan,ODA-like,,,SDN,Africa,
36147,2014,Angola,ODA-like,"56,971","56,971",AGO,Africa,
36148,2014,Angola,OOF-like,"2,000,000,000","2,000,000,000",AGO,Africa,
36150,2014,Morocco,OOF-like,"300,000,000","300,000,000",MAR,Africa,
36152,2014,Morocco,OOF-like,"100,000,000","100,000,000",MAR,Africa,
36154,2014,Botswana,ODA-like,,,BWA,Africa,
36155,2014,Botswana,ODA-like,,,BWA,Africa,
36156,2014,Botswana,ODA-like,,,BWA,Africa,
36157,2014,Botswana,ODA-like,,,BWA,Africa,
36160,2014,Botswana,ODA-like,,,BWA,Africa,
36161,2014,Botswana,ODA-like,"19,496","19,496",BWA,Africa,
36176,2008,Peru,ODA-like,,,PER,Latin America and the Caribbean,
36183,2013,Bolivia,ODA-like,"13,128,380","12,912,059",BOL,Latin America and the Caribbean,
36185,2008,Cuba,Vague (Official Finance),"96,523,917","70,000,000",CUB,Latin America and the Caribbean,
36186,2008,Cuba,ODA-like,"9,928,174","7,200,000",CUB,Latin America and the Caribbean,
36187,2008,Cuba,ODA-like,"11,031,305","8,000,000",CUB,Latin America and the Caribbean,
36189,2014,Mauritania,ODA-like,,,MRT,Africa,
36190,2014,Mauritania,Vague (Official Finance),"3,300,000","3,300,000",MRT,Africa,
36191,2014,South Sudan,ODA-like,,,SSD,Africa,
36195,2012,Egypt,OOF-like,"211,807,087","200,000,000",EGY,Africa,
36196,2014,Egypt,ODA-like,"24,416,311","24,416,311",EGY,Africa,
36206,2014,Ghana,ODA-like,"813,877","813,877",GHA,Africa,
36216,2014,Uganda,ODA-like,"482,500,000","482,500,000",UGA,Africa,
36221,2008,Cape Verde,ODA-like,,,CPV,Africa,
36223,2004,Cape Verde,ODA-like,,,CPV,Africa,
36224,2002,Cape Verde,ODA-like,,,CPV,Africa,
36225,2000,Cape Verde,ODA-like,,,CPV,Africa,
36228,2010,Central African Rep.,ODA-like,,,CAF,Africa,
36229,2008,Central African Rep.,ODA-like,,,CAF,Africa,
36230,2006,Central African Rep.,ODA-like,,,CAF,Africa,
36231,2004,Central African Rep.,ODA-like,,,CAF,Africa,
36232,2002,Central African Rep.,ODA-like,,,CAF,Africa,
36233,2000,Central African Rep.,ODA-like,,,CAF,Africa,
36237,2010,Pakistan,OOF-like,"130,800,601","104,000,000",PAK,Asia,
36238,2010,Pakistan,OOF-like,"1,257,698,088","1,000,000,000",PAK,Asia,
36239,2010,Pakistan,OOF-like,"596,148,894","474,000,000",PAK,Asia,
36242,2008,Pakistan,ODA-like,"8,273,479","6,000,000",PAK,Asia,
