project_id,year,recipient_condensed,flow_class,usd_current,recipient_iso3,recipient_region
35282,2008,Seychelles,ODA-like, ,SYC,Africa
35283,2009,Seychelles,ODA-like, ,SYC,Africa
35284,2010,Seychelles,ODA-like, ,SYC,Africa
35285,2012,Seychelles,ODA-like, ,SYC,Africa
35286,2014,Seychelles,ODA-like, ,SYC,Africa
35290,2012,Viet Nam,ODA-like,10000,VNM,Asia
35293,2004,Pakistan,ODA-like,50000,PAK,Asia
35301,2006,Bangladesh,ODA-like, ,BGD,Asia
35306,2005,Pakistan,OOF-like,54000000,PAK,Asia
35309,2005,Pakistan,ODA-like,100000,PAK,Asia
35312,2005,Pakistan,OOF-like,400000,PAK,Asia
35316,2005,Pakistan,ODA-like,29288592,PAK,Asia
35320,2012,Rwanda,ODA-like, ,RWA,Africa
35322,2014,Rwanda,ODA-like, ,RWA,Africa
35330,2007,Timor-Leste,ODA-like,460070,TLS,Asia
35335,2005,Pakistan,ODA-like,176428,PAK,Asia
35338,2011,Brunei,OOF-like, ,BRN,Asia
35345,2005,Pakistan,ODA-like, ,PAK,Asia
35348,2005,Pakistan,ODA-like, ,PAK,Asia
35350,2005,Pakistan,ODA-like,6200000,PAK,Asia
35351,2005,Pakistan,ODA-like,100000,PAK,Asia
35375,2005,Pakistan,ODA-like,117618,PAK,Asia
35378,2005,Pakistan,ODA-like, ,PAK,Asia
35379,2005,Pakistan,ODA-like, ,PAK,Asia
35380,2005,Pakistan,ODA-like,60000,PAK,Asia
35384,2011,Timor-Leste,ODA-like, ,TLS,Asia
35385,2006,Pakistan,ODA-like,2500000,PAK,Asia
35386,2006,Pakistan,ODA-like, ,PAK,Asia
35391,2010,Bangladesh,OOF-like, ,BGD,Asia
35394,2006,Pakistan,OOF-like,22300000,PAK,Asia
35397,2011,Timor-Leste,ODA-like, ,TLS,Asia
35400,2011,Angola,ODA-like, ,AGO,Africa
35401,2006,Pakistan,OOF-like,200000000,PAK,Asia
35403,2007,Sierra Leone,ODA-like, ,SLE,Africa
35404,2005,Sierra Leone,ODA-like, ,SLE,Africa
35406,2003,Sierra Leone,ODA-like, ,SLE,Africa
35407,2011,Sierra Leone,ODA-like, ,SLE,Africa
35409,2014,Sierra Leone,ODA-like, ,SLE,Africa
35410,2014,Sierra Leone,ODA-like, ,SLE,Africa
35415,2006,Pakistan,ODA-like,200000,PAK,Asia
35417,2008,Malawi,ODA-like, ,MWI,Africa
35420,2014,Malawi,ODA-like,11767591,MWI,Africa
35421,2011,Djibouti,ODA-like, ,DJI,Africa
35422,2014,Djibouti,ODA-like, ,DJI,Africa
35428,2011,South Sudan,ODA-like, ,SSD,Africa
35429,2004,Equatorial Guinea,ODA-like, ,GNQ,Africa
35430,2008,Equatorial Guinea,ODA-like, ,GNQ,Africa
35431,2010,Equatorial Guinea,ODA-like, ,GNQ,Africa
35432,2014,Equatorial Guinea,ODA-like, ,GNQ,Africa
35436,2012,South Sudan,Vague (Official Finance),200000000,SSD,Africa
35437,2011,Eritrea,ODA-like, ,ERI,Africa
35438,2009,Eritrea,ODA-like, ,ERI,Africa
35439,2007,Eritrea,ODA-like,7887,ERI,Africa
35440,2012,Mali,ODA-like, ,MLI,Africa
35442,2009,Sudan,ODA-like, ,SDN,Africa
35454,2005,Sudan,ODA-like, ,SDN,Africa
35486,2003,Sudan,ODA-like, ,SDN,Africa
35487,2001,Sudan,ODA-like, ,SDN,Africa
35492,2011,Togo,ODA-like, ,TGO,Africa
35495,2005,Viet Nam,ODA-like, ,VNM,Asia
35499,2014,Libya,ODA-like, ,LBY,Africa
35500,2010,Madagascar,ODA-like, ,MDG,Africa
35501,2012,Madagascar,ODA-like, ,MDG,Africa
35502,2014,Madagascar,ODA-like, ,MDG,Africa
35534,2005,Togo,ODA-like, ,TGO,Africa
35535,2001,Togo,ODA-like, ,TGO,Africa
35539,2014,Cambodia,ODA-like, ,KHM,Asia
35540,2014,Cambodia,ODA-like, ,KHM,Asia
35562,2007,Nicaragua,ODA-like,30000000,NIC,Latin America and the Caribbean
35568,2011,Cambodia,ODA-like,52045000,KHM,Asia
35569,2013,Cambodia,ODA-like,45757111,KHM,Asia
35570,2014,Cambodia,OOF-like,119751775,KHM,Asia
35571,2014,Cambodia,ODA-like,8068199,KHM,Asia
35576,2012,Cambodia,ODA-like, ,KHM,Asia
35577,2012,Cambodia,ODA-like,158000,KHM,Asia
35579,2008,Algeria,ODA-like, ,DZA,Africa
35583,2010,Cameroon,ODA-like,7385231,CMR,Africa
35584,2014,Mauritania,ODA-like, ,MRT,Africa
35585,2014,Tunisia,ODA-like, ,TUN,Africa
35586,2012,Mauritania,ODA-like, ,MRT,Africa
35588,2008,Mauritania,ODA-like, ,MRT,Africa
35589,2006,Mauritania,ODA-like, ,MRT,Africa
35590,2008,Cambodia,ODA-like,2898500,KHM,Asia
35591,2012,Cambodia,ODA-like,33109788,KHM,Asia
35595,2011,Cambodia,ODA-like,45036252,KHM,Asia
35600,2004,Myanmar,Vague (Official Finance),200000000,MMR,Asia
35601,2009,Myanmar,Vague (Official Finance), ,MMR,Asia
35602,2010,Myanmar,ODA-like, ,MMR,Asia
35603,2006,Tunisia,ODA-like, ,TUN,Africa
35604,2004,Tunisia,ODA-like, ,TUN,Africa
35605,2000,Tunisia,ODA-like, ,TUN,Africa
35606,2007,Pakistan,ODA-like,131449,PAK,Asia
35607,2007,Pakistan,ODA-like,200000,PAK,Asia
35613,2007,Pakistan,OOF-like,302332,PAK,Asia
35614,2007,Pakistan,ODA-like,400000000,PAK,Asia
35615,2007,Pakistan,ODA-like, ,PAK,Asia
35616,2007,Pakistan,ODA-like, ,PAK,Asia
35617,2013,Uganda,ODA-like, ,UGA,Africa
35618,2014,Uganda,ODA-like,1627754,UGA,Africa
35619,2013,Uganda,ODA-like, ,UGA,Africa
35620,2011,Uganda,ODA-like, ,UGA,Africa
35621,2009,Uganda,ODA-like, ,UGA,Africa
35622,2010,Uganda,ODA-like,14770,UGA,Africa
35623,2007,Uganda,ODA-like, ,UGA,Africa
35624,2005,Uganda,ODA-like, ,UGA,Africa
35625,2003,Uganda,ODA-like, ,UGA,Africa
35626,2014,Zambia,ODA-like, ,ZMB,Africa
35628,2014,Zambia,ODA-like, ,ZMB,Africa
35629,2012,Zambia,ODA-like, ,ZMB,Africa
35630,2010,Zambia,ODA-like, ,ZMB,Africa
35635,2009,Ghana,ODA-like,30000000,GHA,Africa
35636,2009,Ghana,ODA-like,3600000,GHA,Africa
35640,2010,Equatorial Guinea,ODA-like,380000000,GNQ,Africa
35641,2011,Guinea-Bissau,Vague (Official Finance), ,GNB,Africa
35643,2011,Guinea-Bissau,ODA-like, ,GNB,Africa
35648,2011,Namibia,Vague (Official Finance),58393098,NAM,Africa
35649,2011,Sierra Leone,Vague (Official Finance),30000000,SLE,Africa
35650,2009,Zambia,ODA-like, ,ZMB,Africa
35651,2007,Zambia,ODA-like, ,ZMB,Africa
35652,2005,Zambia,ODA-like, ,ZMB,Africa
35653,2003,Zambia,ODA-like, ,ZMB,Africa
35654,2001,Zambia,ODA-like, ,ZMB,Africa
35655,2013,Zimbabwe,ODA-like, ,ZWE,Africa
35656,2002,Benin,ODA-like, ,BEN,Africa
35657,2004,Benin,ODA-like, ,BEN,Africa
35658,2006,Benin,ODA-like, ,BEN,Africa
35659,2012,Zimbabwe,ODA-like,50000,ZWE,Africa
35660,2008,Benin,ODA-like, ,BEN,Africa
35661,2010,Benin,ODA-like, ,BEN,Africa
35662,2005,Cambodia,ODA-like,27466598,KHM,Asia
35663,2005,Zimbabwe,ODA-like, ,ZWE,Africa
35664,2002,Zimbabwe,ODA-like, ,ZWE,Africa
35665,2011,Tanzania,ODA-like, ,TZA,Africa
35666,2009,Tanzania,ODA-like, ,TZA,Africa
35668,2004,Mozambique,ODA-like, ,MOZ,Africa
35669,2008,Botswana,ODA-like, ,BWA,Africa
35671,2009,Chad,ODA-like, ,TCD,Africa
35672,2011,Chad,ODA-like, ,TCD,Africa
35673,2013,Chad,ODA-like, ,TCD,Africa
35674,2007,Tanzania,ODA-like, ,TZA,Africa
35675,2010,Cape Verde,ODA-like, ,CPV,Africa
35676,2005,Tanzania,ODA-like, ,TZA,Africa
35677,2003,Tanzania,ODA-like, ,TZA,Africa
35678,2001,Tanzania,ODA-like, ,TZA,Africa
35679,2007,Tanzania,ODA-like, ,TZA,Africa
35680,2005,Tanzania,ODA-like, ,TZA,Africa
35681,2003,Tanzania,ODA-like, ,TZA,Africa
35682,2001,Tanzania,ODA-like, ,TZA,Africa
35683,2014,Tanzania,ODA-like, ,TZA,Africa
35685,2010,Cambodia,ODA-like,500000,KHM,Asia
35687,2011,Cambodia,ODA-like,31995392,KHM,Asia
35690,2014,Comoros,ODA-like, ,COM,Africa
35691,2012,Namibia,ODA-like, ,NAM,Africa
35692,2010,Namibia,ODA-like, ,NAM,Africa
35693,2008,Namibia,ODA-like, ,NAM,Africa
35694,2010,Niger,ODA-like, ,NER,Africa
35695,2008,Niger,ODA-like, ,NER,Africa
35696,2012,Comoros,ODA-like, ,COM,Africa
35697,2010,Comoros,ODA-like, ,COM,Africa
35698,2010,Liberia,ODA-like,50000000,LBR,Africa
35711,2012,Laos,OOF-like,31199818,LAO,Asia
35713,2010,Laos,ODA-like,50000000,LAO,Asia
35714,2012,Laos,OOF-like,660000000,LAO,Asia
35721,2003,Bolivia,ODA-like,30000,BOL,Latin America and the Caribbean
35728,2003,Ecuador,ODA-like,2500000,ECU,Latin America and the Caribbean
35737,2008,Pakistan,OOF-like, ,PAK,Asia
35739,2008,Pakistan,Vague (Official Finance),327000000,PAK,Asia
35749,2011,Nigeria,OOF-like, ,NGA,Africa
35750,2011,Nigeria,ODA-like, ,NGA,Africa
35756,2011,Laos,OOF-like,37608709,LAO,Asia
35757,2011,Laos,Vague (Official Finance),69643689,LAO,Asia
35759,2010,Laos,ODA-like,16225176,LAO,Asia
35762,2012,Laos,ODA-like,316840,LAO,Asia
35764,2011,Laos,OOF-like,345000000,LAO,Asia
35767,2006,Myanmar,OOF-like,81500000,MMR,Asia
35772,2005,Bolivia,OOF-like,30000000,BOL,Latin America and the Caribbean
35784,2002,Peru,ODA-like,1200000,PER,Latin America and the Caribbean
35791,2008,Pakistan,ODA-like,63913,PAK,Asia
35802,2006,Bolivia,ODA-like,1200000,BOL,Latin America and the Caribbean
35805,2013,Rwanda,ODA-like, ,RWA,Africa
35807,2011,Rwanda,ODA-like, ,RWA,Africa
35809,2009,Rwanda,ODA-like, ,RWA,Africa
35811,2009,Senegal,ODA-like, ,SEN,Africa
35812,2011,Senegal,ODA-like, ,SEN,Africa
35813,2013,Senegal,ODA-like, ,SEN,Africa
35818,2010,Ecuador,OOF-like,571000000,ECU,Latin America and the Caribbean
35820,2009,Ecuador,OOF-like,1200000000,ECU,Latin America and the Caribbean
35824,2006,Myanmar,ODA-like, ,MMR,Asia
35826,2006,Myanmar,Vague (Official Finance),31500000,MMR,Asia
35828,2004,Myanmar,Vague (Official Finance), ,MMR,Asia
35830,2008,Pakistan,ODA-like,1000000,PAK,Asia
35836,2003,Peru,ODA-like,1200000,PER,Latin America and the Caribbean
35837,2006,Pakistan,ODA-like,3550610,PAK,Asia
35839,2008,Pakistan,Vague (Official Finance),500000000,PAK,Asia
35841,2008,Peru,ODA-like,100000,PER,Latin America and the Caribbean
35844,2009,Ecuador,ODA-like,1400000,ECU,Latin America and the Caribbean
35851,2009,Ecuador,ODA-like,4300000,ECU,Latin America and the Caribbean
35856,2014,Bolivia,OOF-like,344250000,BOL,Latin America and the Caribbean
35860,2003,"South America, regional",ODA-like, ,ECU; BOL; COL; PER; VEN,Latin America and the Caribbean
35865,2010,Ecuador,OOF-like,1000000000,ECU,Latin America and the Caribbean
35867,2009,Ecuador,OOF-like,18000000,ECU,Latin America and the Caribbean
35872,2008,Myanmar,ODA-like, ,MMR,Asia
35873,2011,Zimbabwe,OOF-like,10000000,ZWE,Africa
35885,2004,Venezuela,OOF-like, ,VEN,Latin America and the Caribbean
35888,2008,Bolivia,Vague (Official Finance),60000000,BOL,Latin America and the Caribbean
35900,2009,Pakistan,ODA-like,14200000,PAK,Asia
35902,2009,Pakistan,OOF-like,134000000,PAK,Asia
35903,2009,Pakistan,ODA-like,4391476,PAK,Asia
35904,2009,Pakistan,Vague (Official Finance),700000000,PAK,Asia
35918,2008,Brazil,OOF-like,750000000,BRA,Latin America and the Caribbean
35922,2009,Bolivia,OOF-like,251000000,BOL,Latin America and the Caribbean
35923,2006,Ghana,Vague (Official Finance),78000000,GHA,Africa
35924,2007,Equatorial Guinea,ODA-like, ,GNQ,Africa
35925,2006,Ghana,Vague (Official Finance),26000000,GHA,Africa
35927,2009,Bolivia,ODA-like,60000000,BOL,Latin America and the Caribbean
35943,2010,Ecuador,ODA-like,2954092,ECU,Latin America and the Caribbean
35945,2006,Colombia,ODA-like,620,COL,Latin America and the Caribbean
35950,2011,Ecuador,OOF-like,2000000000,ECU,Latin America and the Caribbean
35958,2010,Bolivia,ODA-like,40000000,BOL,Latin America and the Caribbean
35960,2010,Bolivia,Vague (Official Finance),67000000,BOL,Latin America and the Caribbean
35971,2010,Bolivia,ODA-like, ,BOL,Latin America and the Caribbean
35982,2011,Ecuador,OOF-like,313000000,ECU,Latin America and the Caribbean
36000,2008,Colombia,OOF-like,75000000,COL,Latin America and the Caribbean
36001,2013,Ecuador,ODA-like, ,ECU,Latin America and the Caribbean
36002,2013,Ecuador,OOF-like,1400000000,ECU,Latin America and the Caribbean
36005,2011,Bolivia,ODA-like,60000000,BOL,Latin America and the Caribbean
36009,2011,Bolivia,ODA-like,3500000,BOL,Latin America and the Caribbean
36014,2014,Burundi,ODA-like,100000,BDI,Africa
36018,2014,Burundi,ODA-like, ,BDI,Africa
36021,2014,Burundi,ODA-like,100000,BDI,Africa
36022,2014,Burundi,ODA-like,813877,BDI,Africa
36023,2014,Burundi,ODA-like,14980000,BDI,Africa
36027,2012,Bolivia,ODA-like,23800000,BOL,Latin America and the Caribbean
36031,2012,Bolivia,ODA-like,4500000,BOL,Latin America and the Caribbean
36038,2008,Colombia,ODA-like,300000,COL,Latin America and the Caribbean
36039,2009,Pakistan,ODA-like,12238,PAK,Asia
36051,2014,Kenya,ODA-like,10000000,KEN,Africa
36055,2014,Kenya,ODA-like, ,KEN,Africa
36056,2009,Pakistan,ODA-like,21957,PAK,Asia
36057,2009,Pakistan,OOF-like, ,PAK,Asia
36058,2009,Pakistan,OOF-like, ,PAK,Asia
36061,2007,Peru,ODA-like,300000,PER,Latin America and the Caribbean
36063,2009,Colombia,ODA-like,292765,COL,Latin America and the Caribbean
36065,2014,"Congo, Dem. Rep.",ODA-like,5000000,COD,Africa
36071,2014,Tanzania,ODA-like,15719425,TZA,Africa
36073,2014,Tanzania,ODA-like,241837,TZA,Africa
36075,2014,Tanzania,ODA-like,18138,TZA,Africa
36076,2014,Tanzania,ODA-like,3000,TZA,Africa
36077,2014,Tanzania,ODA-like, ,TZA,Africa
36082,2014,Tanzania,OOF-like,136000000,TZA,Africa
36083,2012,Burundi,ODA-like, ,BDI,Africa
36085,2010,Burundi,ODA-like, ,BDI,Africa
36088,2008,Burundi,ODA-like, ,BDI,Africa
36089,2006,Burundi,ODA-like, ,BDI,Africa
36090,2014,Rwanda,ODA-like,642304,RWA,Africa
36091,2004,Burundi,ODA-like, ,BDI,Africa
36092,2002,Burundi,ODA-like, ,BDI,Africa
36093,2000,Burundi,ODA-like, ,BDI,Africa
36094,2014,Kenya,ODA-like,20000,KEN,Africa
36095,2013,Kenya,ODA-like, ,KEN,Africa
36096,2014,Kenya,ODA-like, ,KEN,Africa
36101,2014,Rwanda,ODA-like,8138770,RWA,Africa
36104,2014,"Africa, regional",Vague (Official Finance), ,"Africa, regional",Africa
36107,2014,Tanzania,ODA-like, ,TZA,Africa
36108,2014,Angola,ODA-like,29299574,AGO,Africa
36111,2014,Angola,ODA-like, ,AGO,Africa
36114,2004,Cameroon,ODA-like, ,CMR,Africa
36115,2002,Cameroon,ODA-like, ,CMR,Africa
36116,2000,Cameroon,ODA-like, ,CMR,Africa
36117,2014,Cape Verde,ODA-like, ,CPV,Africa
36121,2013,Bolivia,ODA-like,4500000,BOL,Latin America and the Caribbean
36125,2012,Bolivia,ODA-like,200000000,BOL,Latin America and the Caribbean
36127,2008,Peru,OOF-like, ,PER,Latin America and the Caribbean
36130,2014,Tunisia,ODA-like, ,TUN,Africa
36133,2014,Sudan,ODA-like, ,SDN,Africa
36138,2014,Benin,ODA-like,840000,BEN,Africa
36142,2014,Sudan,ODA-like, ,SDN,Africa
36147,2014,Angola,ODA-like,56971,AGO,Africa
36148,2014,Angola,OOF-like,2000000000,AGO,Africa
36150,2014,Morocco,OOF-like,300000000,MAR,Africa
36152,2014,Morocco,OOF-like,100000000,MAR,Africa
36154,2014,Botswana,ODA-like, ,BWA,Africa
36155,2014,Botswana,ODA-like, ,BWA,Africa
36156,2014,Botswana,ODA-like, ,BWA,Africa
36157,2014,Botswana,ODA-like, ,BWA,Africa
36160,2014,Botswana,ODA-like, ,BWA,Africa
36161,2014,Botswana,ODA-like,19496,BWA,Africa
36176,2008,Peru,ODA-like, ,PER,Latin America and the Caribbean
36183,2013,Bolivia,ODA-like,12912059,BOL,Latin America and the Caribbean
36185,2008,Cuba,Vague (Official Finance),70000000,CUB,Latin America and the Caribbean
36186,2008,Cuba,ODA-like,7200000,CUB,Latin America and the Caribbean
36187,2008,Cuba,ODA-like,8000000,CUB,Latin America and the Caribbean
36189,2014,Mauritania,ODA-like, ,MRT,Africa
36190,2014,Mauritania,Vague (Official Finance),3300000,MRT,Africa
36191,2014,South Sudan,ODA-like, ,SSD,Africa
36195,2012,Egypt,OOF-like,200000000,EGY,Africa
36196,2014,Egypt,ODA-like,24416311,EGY,Africa
36206,2014,Ghana,ODA-like,813877,GHA,Africa
36216,2014,Uganda,ODA-like,482500000,UGA,Africa
36221,2008,Cape Verde,ODA-like, ,CPV,Africa
36223,2004,Cape Verde,ODA-like, ,CPV,Africa
36224,2002,Cape Verde,ODA-like, ,CPV,Africa
36225,2000,Cape Verde,ODA-like, ,CPV,Africa
36228,2010,Central African Rep.,ODA-like, ,CAF,Africa
36229,2008,Central African Rep.,ODA-like, ,CAF,Africa
36230,2006,Central African Rep.,ODA-like, ,CAF,Africa
36231,2004,Central African Rep.,ODA-like, ,CAF,Africa
36232,2002,Central African Rep.,ODA-like, ,CAF,Africa
36233,2000,Central African Rep.,ODA-like, ,CAF,Africa
36237,2010,Pakistan,OOF-like,104000000,PAK,Asia
36238,2010,Pakistan,OOF-like,1000000000,PAK,Asia
36239,2010,Pakistan,OOF-like,474000000,PAK,Asia
36242,2008,Pakistan,ODA-like,6000000,PAK,Asia
36243,2010,Pakistan,OOF-like, ,PAK,Asia
36244,2010,Pakistan,ODA-like, ,PAK,Asia
36245,2014,Cameroon,ODA-like, ,CMR,Africa
36246,2014,Cameroon,Vague (Official Finance),81400000,CMR,Africa
36248,2014,Djibouti,ODA-like,16000000,DJI,Africa
36251,2014,Ethiopia,ODA-like,177000000,ETH,Africa
36253,2014,Ethiopia,ODA-like,82446953,ETH,Africa
36254,2014,Ethiopia,Vague (Official Finance),28561980,ETH,Africa
36256,2014,Ethiopia,ODA-like, ,ETH,Africa
36259,2014,Ethiopia,ODA-like,58891,ETH,Africa
36269,2014,Bolivia,ODA-like,10000000,BOL,Latin America and the Caribbean
36270,2010,Bolivia,Vague (Official Finance),295000000,BOL,Latin America and the Caribbean
36274,2014,Cote D'Ivoire,OOF-like,210000000,CIV,Africa
36278,2014,Cote D'Ivoire,Vague (Official Finance),91480000,CIV,Africa
36279,2013,Gabon,ODA-like,131163459,GAB,Africa
36280,2014,Gabon,ODA-like, ,GAB,Africa
36320,2014,"Congo, Dem. Rep.",ODA-like, ,COD,Africa
36321,2012,"Congo, Dem. Rep.",ODA-like, ,COD,Africa
36333,2010,"Congo, Dem. Rep.",ODA-like, ,COD,Africa
36334,2009,"Congo, Rep.",ODA-like, ,COG,Africa
36335,2007,"Congo, Rep.",ODA-like, ,COG,Africa
36336,2005,"Congo, Rep.",ODA-like, ,COG,Africa
36337,2003,"Congo, Rep.",ODA-like, ,COG,Africa
36338,2000,"Congo, Rep.",ODA-like, ,COG,Africa
36343,2014,Guinea,ODA-like, ,GIN,Africa
36345,2014,Guinea,ODA-like,162775,GIN,Africa
36347,2008,Peru,ODA-like,24391,PER,Latin America and the Caribbean
36352,2011,Peru,OOF-like,30000000,PER,Latin America and the Caribbean
36353,2010,Colombia,ODA-like,200000,COL,Latin America and the Caribbean
36363,2011,Peru,OOF-like,150000000,PER,Latin America and the Caribbean
36373,2014,"Africa, regional",ODA-like,28540000,"Africa, regional",Africa
36376,2014,Guinea,ODA-like,5000000,GIN,Africa
36391,2014,Malawi,Vague (Official Finance),8000000,MWI,Africa
36392,2014,Malawi,ODA-like,17000000,MWI,Africa
36399,2014,Malawi,ODA-like, ,MWI,Africa
36400,2014,Togo,ODA-like,820000,TGO,Africa
36401,2014,Togo,ODA-like,849489,TGO,Africa
36407,2014,Somalia,ODA-like,20000,SOM,Africa
36408,2014,Somalia,ODA-like, ,SOM,Africa
36409,2014,Somalia,ODA-like,20000,SOM,Africa
36417,2014,Peru,ODA-like,84535,PER,Latin America and the Caribbean
36420,2014,Peru,Vague (Official Finance),50000000,PER,Latin America and the Caribbean
36438,2014,Mali,Vague (Official Finance),80248277,MLI,Africa
36440,2014,Mali,ODA-like, ,MLI,Africa
36443,2014,Mali,ODA-like, ,MLI,Africa
36447,2014,Mali,ODA-like,161807,MLI,Africa
36468,2014,Mali,ODA-like,849489,MLI,Africa
36517,2014,Argentina,OOF-like,2100000000,ARG,Latin America and the Caribbean
36522,2001,Suriname,ODA-like, ,SUR,Latin America and the Caribbean
36552,2010,Guyana,ODA-like,30000000,GUY,Latin America and the Caribbean
36555,2010,Guyana,ODA-like,7500000,GUY,Latin America and the Caribbean
36574,2012,Guyana,ODA-like,130696531,GUY,Latin America and the Caribbean
36577,2012,Guyana,ODA-like,2400000,GUY,Latin America and the Caribbean
36643,2005,Guyana,ODA-like,32200000,GUY,Latin America and the Caribbean
36648,2014,Guyana,ODA-like, ,GUY,Latin America and the Caribbean
36653,2009,Colombia,OOF-like,3859000,COL,Latin America and the Caribbean
36659,2014,Guyana,ODA-like, ,GUY,Latin America and the Caribbean
36660,2005,Guyana,OOF-like,3800000,GUY,Latin America and the Caribbean
36669,2003,Guyana,ODA-like,20000000,GUY,Latin America and the Caribbean
36670,2003,Guyana,ODA-like,5000000,GUY,Latin America and the Caribbean
36672,2002,Guyana,ODA-like,8000000,GUY,Latin America and the Caribbean
36676,2004,Guyana,ODA-like, ,GUY,Latin America and the Caribbean
36678,2003,Suriname,ODA-like,350000,SUR,Latin America and the Caribbean
36682,2003,Suriname,ODA-like,5000000,SUR,Latin America and the Caribbean
36690,2004,Suriname,Vague (Official Finance),43350000,SUR,Latin America and the Caribbean
36694,2010,Pakistan,ODA-like, ,PAK,Asia
36701,2007,Brazil,OOF-like,577794707,BRA,Latin America and the Caribbean
36707,2006,Suriname,ODA-like,500000,SUR,Latin America and the Caribbean
36722,2010,Pakistan,ODA-like,1477046,PAK,Asia
36730,2007,Suriname,Vague (Official Finance),3200000,SUR,Latin America and the Caribbean
36735,2008,Suriname,Vague (Official Finance),140500000,SUR,Latin America and the Caribbean
36736,2006,Uruguay,ODA-like,50000,URY,Latin America and the Caribbean
36746,2007,Uruguay,ODA-like,50000,URY,Latin America and the Caribbean
36772,2012,Suriname,Vague (Official Finance),50000000,SUR,Latin America and the Caribbean
36779,2013,Suriname,Vague (Official Finance),50000000,SUR,Latin America and the Caribbean
36795,2010,Pakistan,ODA-like, ,PAK,Asia
36797,2010,Pakistan,ODA-like,1181637,PAK,Asia
36801,2010,Pakistan,ODA-like,8862277,PAK,Asia
36802,2009,Uruguay,ODA-like,2500000,URY,Latin America and the Caribbean
36809,2010,Pakistan,ODA-like,4431139,PAK,Asia
36817,2006,Argentina,OOF-like,114000000,ARG,Latin America and the Caribbean
36820,2010,Pakistan,ODA-like,50000,PAK,Asia
36828,2010,Pakistan,ODA-like,73852,PAK,Asia
36830,2010,Pakistan,ODA-like,14770,PAK,Asia
36859,2010,Pakistan,ODA-like, ,PAK,Asia
36860,2010,Pakistan,ODA-like, ,PAK,Asia
36861,2010,Pakistan,ODA-like, ,PAK,Asia
36862,2013,Pakistan,OOF-like, ,PAK,Asia
36870,2010,Pakistan,ODA-like,14086,PAK,Asia
36888,2006,Uruguay,ODA-like,1000000,URY,Latin America and the Caribbean
36943,2010,Pakistan,ODA-like,29344853,PAK,Asia
36945,2010,Pakistan,OOF-like, ,PAK,Asia
36953,2010,Pakistan,ODA-like,12776449,PAK,Asia
36957,2006,Uruguay,Vague (Official Finance),27591610,URY,Latin America and the Caribbean
36960,2012,Colombia,OOF-like, ,COL,Latin America and the Caribbean
36968,2009,Chile,Vague (Official Finance),200000000,CHL,Latin America and the Caribbean
36979,2011,Argentina,OOF-like,1500000000,ARG,Latin America and the Caribbean
36985,2010,Pakistan,ODA-like,10000000,PAK,Asia
37002,2014,Argentina,OOF-like,300000000,ARG,Latin America and the Caribbean
37005,2006,Mexico,OOF-like, ,MEX,Latin America and the Caribbean
37013,2010,Chile,ODA-like,1000000,CHL,Latin America and the Caribbean
37016,2010,Pakistan,ODA-like,124000000,PAK,Asia
37020,2010,Chile,ODA-like,2000000,CHL,Latin America and the Caribbean
37021,2010,Pakistan,ODA-like, ,PAK,Asia
37023,2010,Pakistan,ODA-like, ,PAK,Asia
37024,2012,Argentina,OOF-like,261000000,ARG,Latin America and the Caribbean
37029,2007,Colombia,OOF-like, ,COL,Latin America and the Caribbean
37034,2005,Colombia,OOF-like, ,COL,Latin America and the Caribbean
37035,2006,Brazil,OOF-like, ,BRA,Latin America and the Caribbean
37043,2006,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37069,2010,Pakistan,ODA-like, ,PAK,Asia
37083,2010,Uruguay,ODA-like,1500000,URY,Latin America and the Caribbean
37085,2006,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37095,2010,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37098,2010,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37103,2014,Kenya,OOF-like,1633000000,KEN,Africa
37105,2010,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37106,2014,Burundi,ODA-like, ,BDI,Africa
37127,2011,Chile,OOF-like,150000000,CHL,Latin America and the Caribbean
37133,2014,Burundi,ODA-like, ,BDI,Africa
37138,2014,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37145,2010,Colombia,ODA-like, ,COL,Latin America and the Caribbean
37170,2011,Colombia,ODA-like,43287,COL,Latin America and the Caribbean
37183,2011,Pakistan,ODA-like,4642913,PAK,Asia
37185,2007,Mexico,OOF-like, ,MEX,Latin America and the Caribbean
37209,2014,Burundi,Vague (Official Finance),31600000,BDI,Africa
37213,2007,Costa Rica,ODA-like,28000000,CRI,Latin America and the Caribbean
37214,2014,Burundi,ODA-like, ,BDI,Africa
37221,2007,Costa Rica,ODA-like, ,CRI,Latin America and the Caribbean
37233,2011,Pakistan,OOF-like,1650000000,PAK,Asia
37238,2008,Costa Rica,OOF-like,1500000,CRI,Latin America and the Caribbean
37256,2009,Costa Rica,ODA-like,100000,CRI,Latin America and the Caribbean
37266,2009,Costa Rica,ODA-like,105000000,CRI,Latin America and the Caribbean
37280,2014,Pakistan,OOF-like,1634281459,PAK,Asia
37287,2011,Pakistan,ODA-like, ,PAK,Asia
37288,2009,Costa Rica,ODA-like, ,CRI,Latin America and the Caribbean
37289,2008,Venezuela,OOF-like,350000000,VEN,Latin America and the Caribbean
